interpro_acc	interpro_desc	hit_rows	unique_proteins
IPR042523	Ubiquitin-like modifier-activating enzyme Atg7, N-terminal, subdomain 2	2	2
IPR042526	Autophagy protein Atg5, helix rich domain	2	2
IPR042527	Autophagy protein Atg5, UblA domain superfamily	2	2
IPR042528	Translation initiation factor eIF-2B subunit alpha, N-terminal	2	2
IPR042532	Exocyst complex component EXOC3/Sec6, C-terminal domain	2	2
IPR042536	TFIIIC, subcomplex tauA subunit Sfc1, triple barrel domain superfamily	2	2
IPR042560	Exocyst component Exo84, C-terminal, subdomain 2	2	2
IPR042561	Exocyst component Exo84, C-terminal, subdomain 1	2	2
IPR042576	TRAF3-interacting protein 1, N-terminal domain superfamily	2	2
IPR042618	Dynein regulatory complex protein 9	2	2
IPR042620	Putative methyltransferase NSUN7	2	2
IPR042815	Dynein regulatory complex protein 10	2	2
IPR042831	Large ribosomal subunit protein mL40, fungi	2	2
IPR042856	Radial spoke protein 14	2	2
IPR042859	Nucleolar protein 11	2	2
IPR043016	IFT81, N-terminal domain superfamily	2	2
IPR043034	DNA polymerase alpha, subunit B, N-terminal domain superfamily	2	2
IPR043134	GTP cyclohydrolase I, N-terminal domain	2	2
IPR043170	Phosphotyrosyl phosphatase activator, C-terminal lid domain	2	2
IPR043173	Prp8 RNase domain IV, fingers region	2	2
IPR043323	Peptidyl-prolyl cis-trans isomerase PIN4	2	2
IPR043358	Ras GTPase GNL1-like	2	2
IPR043451	Myocardin-like	2	2
IPR043594	HMG-CoA lyase	2	2
IPR043596	CFAP53/TCHP	2	2
IPR043701	Splicing factor Yju2	2	2
IPR044015	Fructose-1-6-bisphosphatase class 1, C-terminal	2	2
IPR044063	Gid-type RING finger domain	2	2
IPR044106	Snx41 /Atg20, PX domain	2	2
IPR044126	IF2a, S1-like domain	2	2
IPR044136	Lysine-tRNA ligase, class II, N-terminal	2	2
IPR044234	Transmembrane protein 230	2	2
IPR044245	SprT-like domain-containing protein Spartan	2	2
IPR044288	ZNF598/HEL2	2	2
IPR044298	Adenine/Thymine-DNA glycosylase	2	2
IPR044443	Large ribosomal subunit protein mL44, dsRNA binding domain, fungi	2	2
IPR044444	Large ribosomal subunit protein mL44, dsRNA binding domain, metazoa	2	2
IPR044506	Dual-specificity phosphatase CDC14, C-terminal	2	2
IPR044520	ADP-ribosylation factor GTPase-activating protein AGD5/15	2	2
IPR044524	Histidine biosynthesis, HisA-like	2	2
IPR044538	Vacuolar protein sorting-associated protein Vta1-like	2	2
IPR044542	N-alpha-acetyltransferase 30-like	2	2
IPR044554	Anaphase-promoting complex subunit 2	2	2
IPR044563	Protein Sgt1-like	2	2
IPR044565	Vesicle-trafficking protein Sec22	2	2
IPR044608	Ethanolamine-phosphate cytidylyltransferase	2	2
IPR044609	Peptidyl-prolyl cis-trans isomerase FKBP2/11	2	2
IPR044612	ADP-ribosylation factor-like protein 2/3	2	2
IPR044635	Ubiquitin carboxyl-terminal hydrolase 14-like	2	2
IPR044638	Aldehyde dehydrogenase family 7 member A1-like	2	2
IPR044640	U2 small nuclear ribonucleoprotein A'	2	2
IPR044662	Stress-response A/B barrel domain-containing protein HS1/DABB1-like	2	2
IPR044712	NAD/FAD transporter SLC25A32-like	2	2
IPR044716	Transcriptional corepressor LEUNIG-like	2	2
IPR044728	ATP-dependent RNA helicase eIF4A, DEAD-box helicase domain	2	2
IPR044752	Exonuclease 1-like, PIN-like domain	2	2
IPR044769	1-phosphatidylinositol-3-phosphate 5-kinase, PIPK catalytic domain	2	2
IPR044774	Suv3, DEXQ-box helicase domain	2	2
IPR044831	Heme-binding peroxidase Ccp1-like	2	2
IPR044834	Patellin	2	2
IPR044911	V-type ATP synthase C/D subunit, domain 3 superfamily	2	2
IPR044920	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain superfamily	2	2
IPR044972	TATA-binding protein-associated factor Mot1	2	2
IPR045002	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase Ech1-like	2	2
IPR045022	3-ketodihydrosphingosine reductase KDSR-like	2	2
IPR045030	LysM and putative peptidoglycan-binding domain-containing protein 1-4	2	2
IPR045035	Metal-nicotianamine transporter YSL-like	2	2
IPR045038	Protein AIG2-like	2	2
IPR045046	Vacuolar protein sorting-associated protein 9-like	2	2
IPR045047	N-acetyltransferase Ard1-like	2	2
IPR045049	Choline-phosphate cytidylyltransferase Pcy1-like	2	2
IPR045064	Reticulon-like	2	2
IPR045069	Multidrug and toxic compound extrusion family, eukaryotic	2	2
IPR045072	MKRN-like	2	2
IPR045078	Sulfurtransferase TST/MPST-like	2	2
IPR045086	OBG-type GTPase	2	2
IPR045089	Prenyltransferase subunit beta	2	2
IPR045094	Nicotinamide/nicotinate mononucleotide adenylyltransferase, eukaryotic	2	2
IPR045095	Ancient conserved domain protein family	2	2
IPR045098	Fyv10 family	2	2
IPR045103	E3 ubiquitin-protein ligase RNF5/RNF185-like	2	2
IPR045111	Vacuolar protein sorting-associated protein Vps41/Vps8	2	2
IPR045115	BolA-like protein 2	2	2
IPR045116	Clp1/Grc3	2	2
IPR045125	RNA polymerase II transcriptional coactivator Sub1/Tcp4-like	2	2
IPR045127	Transcription initiation factor TFIID subunit 11-like	2	2
IPR045129	E3 ubiquitin-protein ligase RNF123/RKP/RSPRY1	2	2
IPR045143	Kinetochore protein Spc25	2	2
IPR045145	Chromatin assembly factor 1 subunit Cac2/CHAF1B/FAS2	2	2
IPR045146	Splicing factor 3A subunit 1	2	2
IPR045148	Transcription elongation regulator 1-like	2	2
IPR045149	Protein OS-9-like	2	2
IPR045156	Vacuolar protein 8	2	2
IPR045159	WD repeat-containing protein DCAF7-like	2	2
IPR045160	Autophagy-related protein 16	2	2
IPR045161	U3 small nucleolar RNA-associated protein 18	2	2
IPR045168	YTH domain containing protein	2	2
IPR045179	YgfZ/GcvT	2	2
IPR045184	WD40 repeat-containing protein SMU1	2	2
IPR045192	Clathrin coat assembly protein AP180-like	2	2
IPR045194	E3 ubiquitin-protein ligase MGRN1/RNF157-like	2	2
IPR045195	LOG2-like, modified RING finger, C3HC5-type	2	2
IPR045198	Calcineurin B-like	2	2
IPR045222	DNA-directed RNA polymerase II subunit Rpb4-like	2	2
IPR045223	Small ribosomal subunit protein RACK1-like	2	2
IPR045226	DSC E3 ubiquitin ligase complex subunit 3	2	2
IPR045227	WD repeat-containing protein WDR18/Ipi3/RID3	2	2
IPR045229	Thiamine pyrophosphate enzyme	2	2
IPR045231	Protein Yip1/4-like	2	2
IPR045233	Mannose-1-phosphate guanyltransferase, N-terminal domain	2	2
IPR045237	Eukaryotic translation initiation factor 3 subunit M eIF3m/COP9 signalosome complex subunit 7 COPS7	2	2
IPR045240	Large ribosomal subunit protein uL4, eukaryota/archaea	2	2
IPR045241	WD repeat Prp46/PLRG1-like	2	2
IPR045243	mRNA 3'-end-processing protein Rna14-like	2	2
IPR045245	Pre-mRNA 3' end processing protein Pfs2-like	2	2
IPR045250	Co-chaperone protein p23-like	2	2
IPR045253	Vacuolar protein sorting-associated protein 4, MIT domain	2	2
IPR045254	Nit1/2, carbon-nitrogen hydrolase domain	2	2
IPR045258	ArfGAP ACAP1/2/3-like	2	2
IPR045270	Serine/Threonine Kinase AGC, catalytic domain	2	2
IPR045295	SDHAF1, LYR domain	2	2
IPR045298	LYRM7, LYR domain	2	2
IPR045315	Mitochondrial carrier protein Mtm1-like	2	2
IPR045318	Histone-lysine N-methyltransferase EZH1/2-like	2	2
IPR045322	E3 ubiquitin-protein ligase HECTD1/TRIP12-like	2	2
IPR045462	Aminoacyl-tRNA synthetase, class I, anticodon-binding	2	2
IPR045464	F-box protein Hrt3/FBXO9, C-terminal	2	2
IPR045495	PI4-kinase, N-terminal	2	2
IPR045520	GPAT/DHAPAT, C-terminal domain	2	2
IPR045667	Origin recognition complex subunit 3, N-terminal	2	2
IPR045734	Sorting nexin 8/Mvp1, BAR domain	2	2
IPR045810	eIF3h, C-terminal	2	2
IPR045838	DEPDC5, C-terminal	2	2
IPR045840	Ariadne domain	2	2
IPR045848	YKT6, SNARE motif	2	2
IPR045866	Protein FAM210A/B-like	2	2
IPR045871	Histidine-containing phosphotransfer protein 1-5/Phosphorelay intermediate protein YPD1	2	2
IPR045913	GTPase-activating protein TBC20/Gyp8-like	2	2
IPR046362	Zw10/DSL1, C-terminal	2	2
IPR046368	Tag1	2	2
IPR046447	DENR, C-terminal domain	2	2
IPR046451	Homogentisate 1,2-dioxygenase, C-terminal domain	2	2
IPR046756	V-type proton ATPase subunit S1/VOA1, transmembrane domain	2	2
IPR046833	ATPase of the ABC class, N-terminal	2	2
IPR046834	ATPase of the ABC class, C-terminal	2	2
IPR046868	SLM1/RGC1-like, BAR-like domain	2	2
IPR046885	tRNA-specific 2-thiouridylase MnmA-like, C-terminal domain	2	2
IPR046928	Ribosome maturation protein SDO1/SBDS, C-terminal domain	2	2
IPR046939	Tripeptidyl-peptidase 2, C-terminal domain superfamily	2	2
IPR046940	Tripeptidyl peptidase II, Ig-like domain superfamily	2	2
IPR046982	Bridging integrator 3/RVS161-like	2	2
IPR047001	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain	2	2
IPR047084	Glucosamine-fructose-6-phosphate aminotransferase, isomerising, N-terminal domain	2	2
IPR047113	Proliferation-associated protein 2G4/ARX1	2	2
IPR047125	Dynactin subunit 5	2	2
IPR047138	Rhophilin-1/2	2	2
IPR047139	tRNA endonuclease ANKZF1/VMS1	2	2
IPR047153	TRIM45/56/19-like	2	2
IPR047192	Replication factor A, C-terminal, eukaryotes	2	2
IPR047240	Pre-mRNA splicing factor component CDC5L/Cef1, second SANT/myb-like domain	2	2
IPR047246	Threonine-tRNA ligase, class IIa, anticodon-binding domain	2	2
IPR047249	TP53-binding protein 1-like, first BRCT domain	2	2
IPR047252	TP53-binding protein 1-like	2	2
IPR047416	MUS81, XPF-like nuclease domain	2	2
IPR047506	E3 ubiquitin-protein ligase UBR7-like, UBR-box	2	2
IPR047533	Peroxisomal biogenesis factor 6, second ATPase domain	2	2
IPR047574	AD domain	2	2
IPR047618	Quinone oxidoreductase-like	2	2
IPR047767	PSP1-like	2	2
IPR047819	P5B-type ATPase, N-terminal	2	2
IPR047859	Large ribosomal subunit protein bL17, conserved site	2	2
IPR047867	Large ribosomal subunit protein uL22, bacteria/organella	2	2
IPR047868	Large ribosomal subunit protein eL34, eukaryota/archaea	2	2
IPR047873	Large ribosomal subunit protein uL16	2	2
IPR047889	KHDC4, second type I KH domain	2	2
IPR047890	KHDC4, first type I KH domain	2	2
IPR048055	Cyclin-Q, first cyclin box	2	2
IPR048255	Vacuolar membrane-associated protein Iml1, N-terminal domain	2	2
IPR048267	Arginosuccinate synthase-like, N-terminal domain	2	2
IPR048268	Arginosuccinate synthase C-terminal domain	2	2
IPR048280	Cytochrome oxidase c subunit VIb-like	2	2
IPR048292	SDA1, C-terminal domain	2	2
IPR048300	TACO1/YebC-like, second and third domains	2	2
IPR048318	Autophagy protein ATG5, UblB domain	2	2
IPR048343	Centromere/kinetochore protein zw10, C-terminal domain	2	2
IPR048359	Exocyst complex component EXOC6/Sec15, N-terminal domain	2	2
IPR048368	Conserved oligomeric complex COG6, N-terminal	2	2
IPR048383	Tripeptidyl-peptidase II, first Ig-like domain	2	2
IPR048384	Tripeptidyl-peptidase II, galactose-binding domain-like	2	2
IPR048395	Glycosyl hydrolase family 31, C-terminal domain	2	2
IPR048420	Zap1-like, C2H2 zinc finger 1	2	2
IPR048429	Methylcrotonyl-CoA carboxylase, alpha-subunit, BT domain	2	2
IPR048519	Gfd2/YDR514C-like, C-terminal domain	2	2
IPR048548	KRR1 small subunit processome component, second KH domain	2	2
IPR048570	26S proteasome non-ATPase regulatory subunit 1/RPN2, N-terminal domain	2	2
IPR048611	Katanin p60 ATPase-containing subunit A1, MIT domain	2	2
IPR048625	Exocyst complex component Sec10, N-terminal	2	2
IPR048630	Exocyst complex component Sec8, middle helical bundle	2	2
IPR048670	Translation initiation factor 5A-like, N-terminal	2	2
IPR048696	SHQ1-like, CS domain	2	2
IPR048733	Cilia- and flagella-associated protein 69, ARM repeats domain	2	2
IPR048735	Ca2+-activated K+ channel Slowpoke-like, C-terminal domain	2	2
IPR048738	Centrosomal protein CEP104, Zn finger domain	2	2
IPR048739	Centrosomal protein CEP104, N-terminal domain	2	2
IPR048789	Cation channel sperm-associated protein subunit beta, C-terminal domain	2	2
IPR048857	OTU1, Ubl domain	2	2
IPR048892	Nrd1/Seb1, domain 2	2	2
IPR048898	60S ribosomal export protein NMD3, OB-fold domain	2	2
IPR048899	60S ribosomal export protein NMD3, SH3 domain	2	2
IPR048940	Autophagy protein ATG5, alpha-helical bundle region	2	2
IPR048962	E3 ubiquitin-protein ligase ARIH1-like, UBA-like domain	2	2
IPR048993	FACT complex subunit SSRP1-like, first PH domain	2	2
IPR049022	Phosphoacetylglucosamine mutase AMG1, domain III	2	2
IPR049023	Phosphoacetylglucosamine mutase AMG1, domain II	2	2
IPR049150	EFR3 protein, HEAT-like repeat region	2	2
IPR049176	Conserved oligomeric Golgi complex subunit 5, N-terminal	2	2
IPR049312	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal, N-terninal subdomain	2	2
IPR049363	RMI1, N-terminal domain	2	2
IPR049437	tRNA synthetases class I (E and Q), anti-codon binding domain	2	2
IPR049449	Acyl-CoA thioesterase-like, N-terminal HotDog domain	2	2
IPR049450	Acyl-CoA thioesterase-like, C-terminal domain	2	2
IPR049469	Exosome complex component RRP40, type I KH domain	2	2
IPR049517	Acetophenone carboxylase-like, C-terminal domain	2	2
IPR049562	Solute carrier family 25 member 33/36-like	2	2
IPR049567	GATOR complex protein WDR59-like	2	2
IPR049629	DPY30/SDC1, dimerization/docking domain	2	2
IPR049760	EF-hand calcium-binding domain-containing protein 10, dimerization/docking domain	2	2
IPR049808	CONSTANS-like, B-box-type 1 zinc finger	2	2
IPR049916	WD repeat-containing protein 72-like	2	2
IPR049940	Glutamyl-Q tRNA(Asp) synthetase/Glutamate--tRNA ligase	2	2
IPR049942	DML1/Misato	2	2
IPR050053	ATPase alpha/beta chains	2	2
IPR050054	Uracil phosphoribosyltransferase/Adenine phosphoribosyltransferase	2	2
IPR050073	2-IPM synthase/homocitrate synthase-like	2	2
IPR050074	Dihydroorotate dehydrogenase	2	2
IPR050097	Ferredoxin--NADP reductase type 2	2	2
IPR050123	Prokaryotic molybdopterin-containing oxidoreductase	2	2
IPR050142	MADS-box/MEF2 Transcription Factor	2	2
IPR050156	Threonylcarbamoyl-AMP synthase, SUA5	2	2
IPR050158	Ubiquitin and ubiquitin-like	2	2
IPR050203	Tryptophan--tRNA ligase	2	2
IPR050205	Calcium-dependent Serine/Threonine Protein Kinases	2	2
IPR050260	FAD-dependent oxidoreductase	2	2
IPR050277	Sodium:Solute Symporter	2	2
IPR050318	DENR/SUI1 Translation Initiation Factor	2	2
IPR050342	High Mobility Group Box (HMGB)	2	2
IPR050345	Aliphatic Amidase/Beta-Ureidopropionase	2	2
IPR050355	Mitochondrial Respiratory Supercomplex Factor 1	2	2
IPR050364	Cytochrome P450 monooxygenase, fungi	2	2
IPR050374	RRT5/SRSF/Splicing Factor SR	2	2
IPR050391	Mitochondrial Metabolite Transporter	2	2
IPR050403	Myosin regulatory light chain	2	2
IPR050408	Hypoxanthine-guanine phosphoribosyltransferase	2	2
IPR050435	Mitochondrial Zinc Maintenance Protein 1 / LYRM7	2	2
IPR050475	Prenyltransferase/isoprenoid biosynthesis	2	2
IPR050477	Group II Amino Acid Decarboxylases	2	2
IPR050490	Bacterial solute-binding protein 1	2	2
IPR050503	cAMP-dependent protein kinase regulatory subunit-like	2	2
IPR050508	Methyltransferase Superfamily	2	2
IPR050509	Coenzyme A-transferase family III	2	2
IPR050520	INO80/SWR1 chromatin remodeling helicase	2	2
IPR050537	2-oxoacid dehydrogenase	2	2
IPR050542	Glycosyl Hydrolase 18 Family Chitinases	2	2
IPR050546	Glycosyl Hydrolase Family 16	2	2
IPR050563	4-hydroxybenzoyl-CoA thioesterase	2	2
IPR050565	Acyl-protein thioesterase 1-2/Carboxylesterase-like	2	2
IPR050573	Succinate Dehydrogenase/Fumarate Reductase Iron-Sulfur	2	2
IPR050591	Glycogen Synthase Kinase-3	2	2
IPR050593	Lovastatin nonaketide synthase thioesterase	2	2
IPR050606	Calponin-like	2	2
IPR050615	ATP-dependent DNA Helicase	2	2
IPR050641	Rifampicin monooxygenase-like	2	2
IPR050668	Cytochrome b5	2	2
IPR050680	YpeA/RimI acetyltransferase	2	2
IPR050688	Zinc finger and ubiquitin peptidase domain-containing protein	2	2
IPR050689	FKBP-type Peptidyl-prolyl cis-trans Isomerase	2	2
IPR050709	Biotin Carboxyl Carrier/Decarboxylase Components	2	2
IPR050734	PIH1 family, Kintoun subfamily	2	2
IPR050771	Alpha-ketoacid dehydrogenase complex E1 component	2	2
IPR050780	Mucin/von Willebrand/Thrombospondin superfamily	2	2
IPR050786	EFG1 rRNA-processing	2	2
IPR050789	Diverse Enzymatic Activities	2	2
IPR050797	Carbohydrate Metabolism and Transport Regulator	2	2
IPR050799	Zinc Iron Protein (ZIP) Transporter	2	2
IPR050806	pH-response transcription factor pacC/RIM101	2	2
IPR050812	Prephenate/Arogenate Dehydrogenase	2	2
IPR050814	Myo-inositol Transporter	2	2
IPR050837	Complex I 51 kDa subunit	2	2
IPR050849	HAD-like hydrolase superfamily phosphatase	2	2
IPR050868	Engulfment and cell motility domain-containing protein	2	2
IPR050896	Mitochondrial lipid metabolism GTPase	2	2
IPR050897	SMAUG/VTS1 RNA-binding	2	2
IPR050924	Thiol-specific peroxidase BCP/PrxQ	2	2
IPR050931	Mitochondrial Protein Transport Metaxin	2	2
IPR050960	AB hydrolase superfamily, subfamily 4	2	2
IPR050967	Thiamine Salvage Pathway TenA	2	2
IPR051016	Diverse Substrate Acetyltransferase	2	2
IPR051031	RING-box E3 Ubiquitin Ligase	2	2
IPR051038	RMT2/GAMT Methyltransferase	2	2
IPR051047	Acyl-CoA Carboxylase Beta Subunit	2	2
IPR051052	Diverse substrate methyltransferase	2	2
IPR051053	Enoyl-CoA hydratase/isomerase and chromodomain-containing protein	2	2
IPR051057	Phosphoinositide phospholipase C domain-containing protein	2	2
IPR051058	GDSL Esterase/Lipase Enzyme	2	2
IPR051079	Sorting Nexin Autophagy-related	2	2
IPR051100	DnaJ subfamily B/C chaperone co-factors	2	2
IPR051112	Pre-mRNA-splicing factor CWC26	2	2
IPR051128	EgtD Methyltransferase Superfamily	2	2
IPR051134	Protein Phosphatase PPP	2	2
IPR051150	SWT21/TCAB1 mRNA Splicing and Telomere Maintenance	2	2
IPR051164	NmrA-like oxidoreductase	2	2
IPR051175	Dual specificity CLK kinases	2	2
IPR051176	Centrosomal and Immune Signaling Modulators	2	2
IPR051183	U1 snRNP 70 kDa and U11/U12 snRNP 35 kDa	2	2
IPR051205	Ubiquinone biosynthesis monooxygenase UbiH/COQ6	2	2
IPR051229	ALYREF mRNA export adapter	2	2
IPR051243	Polycomb group WD repeat-containing protein	2	2
IPR051246	WD repeat-containing protein 48	2	2
IPR051259	Ribosomal RNA Methyltransferase	2	2
IPR051266	Calcium-activated chloride channel regulator	2	2
IPR051274	3'-5' Exoribonuclease	2	2
IPR051276	Saccharopine dehydrogenase-like oxidoreductase	2	2
IPR051294	HORMA Domain-Containing Meiotic Progression	2	2
IPR051324	Stress and Tellurium Resistance Protein	2	2
IPR051326	Kynurenine--oxoglutarate transaminase	2	2
IPR051334	Serine/Arginine-Rich Protein Kinases	2	2
IPR051337	Organophosphate:Pi Antiporter	2	2
IPR051359	Calcium:cation antiporter	2	2
IPR051374	Ataxin-10 and Copper transport protein 86 families	2	2
IPR051376	Pre-mRNA-splicing factor CWC25	2	2
IPR051383	Cytochrome c oxidase assembly protein COX19	2	2
IPR051385	Ceramide-binding SVF1-like	2	2
IPR051410	Ferric/Cupric Reductase Transmembrane Component	2	2
IPR051412	Formin Homology Diaphanous subfamily	2	2
IPR051422	AlkB Family tRNA Methyltransferase/Dioxygenase	2	2
IPR051434	DnaJ homolog subfamily C member 5	2	2
IPR051453	Metallo-Beta-Lactamase Glyoxalase II	2	2
IPR051481	BTB/POZ domain-containing protein and Galectin-3-binding	2	2
IPR051482	Cholesterol transport domain-containing protein	2	2
IPR051488	WD repeat-containing striatin	2	2
IPR051489	Disintegrin and Metalloproteinase Domain-Containing	2	2
IPR051491	Site-specific recombinase/transposase-related	2	2
IPR051494	BSD domain-containing protein	2	2
IPR051498	Phosducin-like chaperone and apoptosis regulator	2	2
IPR051501	Eukaryotic initiation factor 2B subunits alpha/beta/delta	2	2
IPR051521	tRNA Modification and Golgi Maintenance Protein	2	2
IPR051553	Ran GTPase-activating	2	2
IPR051578	Glycerophosphodiester Phosphodiesterase	2	2
IPR051580	Zinc finger and chromatin remodeling-associated protein	2	2
IPR051581	Calcium-Binding Signalling family	2	2
IPR051625	Diverse Signaling and Regulatory Domain-Containing Protein	2	2
IPR051637	Ankyrin repeat domain-containing protein 49	2	2
IPR051645	PER33/POM33 transmembrane regulator	2	2
IPR051658	Ubiquitin-like domain-containing CTD phosphatase 1	2	2
IPR051661	Actin filament dynamics regulator	2	2
IPR051664	MYND-type zinc finger domain-containing protein	2	2
IPR051678	Aminoglycoside Phosphotransferase Enzymes	2	2
IPR051718	ADP Ribosylation Factor GTPase-Activating	2	2
IPR051728	RING-FYVE domain-containing E3 ubiquitin-protein ligase	2	2
IPR051731	DENND11/AVL9 guanine nucleotide exchange factors	2	2
IPR051733	WD repeat-containing DCAF13/WDSOF1	2	2
IPR051785	Methylmalonyl-CoA/ethylmalonyl-CoA epimerase	2	2
IPR051823	Aspartate-semialdehyde dehydrogenase-related	2	2
IPR051827	CRISPR-associated exonuclease Cas4	2	2
IPR051830	Neurogenic locus notch homolog	2	2
IPR051834	RING finger E3 ubiquitin-protein ligase	2	2
IPR051854	Rho-type GTPase-activating protein	2	2
